ID,Platform,Username,Display Name,Followers,Region,Country Code,Inferred Country,Category,Is Live,Avatar URL,Profile URL,Language
cmk6ib52606b9l370s224rwl9,YOUTUBE,"fede vigevani","Fede Vigevani",71600000,MEXICO,,,Sports,No,https://yt3.googleusercontent.com/ytc/AIdro_k8J6G7YNjz-jjmUjGohtx8PiRUL19BhcFjEwgHs_-W55k=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCoQm-PeHC-cbJclKJYJ8LzA,es
cmk6iab0m05avl370gsxbrpic,YOUTUBE,"yolo aventuras","YOLO AVENTURAS",66700000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/CBsD_xFHXId7BFyDUVdiDgK2eIzAjicU7jPpqXEy1GR1dFPkwUV2PGMUpFeC9uJ4MVZPaiqV=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCOnIJiQuk1fDSp6p1GCZy3A,es
cmk6i9r5x04mkl370s68ictzm,YOUTUBE,"mashaoso","Masha y el Oso",45000000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/6PPOqCh9PTG-nFWhD4cJ1W3irIlJP2JxPqiCnNxQw62_1_SkopfGpQwgLNblzJDcpZwp9tT6mQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCuSo4gcgxJRf4Bzu43wwVyg,es
cmk6ic2h207gll370b4l99ob4,YOUTUBE,"susy mouriz","Susy Mouriz",33500000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/wzjwc26do0fmTQn2aBdLdKsrYuZYPmZhgqHmijUrlYjwDK6LjeE-7nPY_Ta0TtOlaoYW4AWdMSI=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC2Rh-eKkibnZq8pRxYYoSSQ,es
cmk6i9s8q04nzl3700wxy0czh,YOUTUBE,"babybuses","BabyBus - Canciones Infantiles & Videos para Niños",29100000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/wQCLV8OC301MzQg9wVCUvZkuBcAwWhMscWBst6mxDyTCw7idFzIV7TUfPqatB4uXUeP1yV1O3jA=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCy_rxpSt8DMagOUFA9Q-t1A,es
cmk6icnk7084vl370w2z49038,YOUTUBE,"little angel español - canciones infantiles","Little Angel Español - Canciones Infantiles",22300000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/4McJZoHCm7wTmQwTbHH9I0JW0NWYXQLE5oFhGaFOiJ-5xlEPrDXGa1satBy2M5-KqXbH7cjxrA=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCTdRly9T3iyCJFjmRoCaepQ,es
cmk6ibih706r6l3706ah8z75x,YOUTUBE,"e-mastersensei","E-MasterSensei",19700000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/6RcXS3DULYsudmDHCf86Y44BxNfU4kWfZfhvxLEeNOXJXAIresjN1evF8cC6KZddbTPB0-yRUqw=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC3osN7-7XJq3NEoKZIUUx0w,es
cmk6i9rqg04nbl370xl2guvk6,YOUTUBE,"bebefinn_spanish","Bebefinn en español - Canciones Infantiles",16100000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/5mkxxtRn_e9sO2i7iWEDipV4YbNVWyUDrWPIUJ9QKz1BIZFms6jyHfmmgnHohFta8mCgD6yYEns=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC9Vv1LScecnPZI778jocihA,es
cmk6ibjsu06sql370xgrplxa9,YOUTUBE,"eliot channel mx","Eliot Channel Mx",15100000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/tNtcF1o8vDjXCnWL-F67OjCxtEE7OGHLOGO5YAo5dXANEFR8oO0yIhrfyp39p_8Ms9eAitAE=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCicv75Se8iS6otnQJ_4Pa_A,es
cmk6ib4w906b2l37007i7byui,YOUTUBE,"canciones infantiles - looloo","Canciones Infantiles - LooLoo",14400000,MEXICO,,,Music,No,https://yt3.googleusercontent.com/FOBUxct2VMB56zLcAl8O2z6oEysXpRgiFzBo9JzNlmHYL3bo8B1tGBpvSEx-K4t2IkWjpH6NQw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC5WwPdvAHvdS1ZK_v6AE90A,es
cmk6icofw085wl370fs79ctgp,YOUTUBE,"123 go! spanish","123 GO! Spanish",14300000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_lTn6p0bjI6bZdr-eUXkAfUwGRPdlnPEIUtBuL8Qk4hx3U=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCYtt2TP3sqR9_qXnc1G4eRA,es
cmk6ibt4k074kl370x9syuq93,YOUTUBE,"franco escamilla","Franco Escamilla",14200000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/xRrAReU94unh0OA6EW_Ja7u18hvhgIdiI2exjQgfxBB6MwM4DQ4b-6qupuuKVl4g4CGlemI6GA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCUjrDJokSX8JavRwy5iUOkA,es
cmk6iaibw05jul370i6xtfwov,YOUTUBE,"más skabeche","Más SKabeche",14100000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/Y3SwnxzFXjPAdxqEsazp9ZCm9fG9bJD4BkjSdteIgsNEAFpzz0nV0zvNwnqXYd8luhkQMudM=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC0n5Ihqix8mEqGsjygiJk6Q,es
cmk6ibb3p06irl370enzksrcl,YOUTUBE,"yair17","Yair17",14000000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/-_mGXzVC2MhrcXJVbrCdNx7gl88j5xwow5nLwIPWeMMzA85_Ju8pTNKuBY-qAfqWvLtSSHrM6g=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCXH1p4gixwXwrUGSx-WvLNQ,es
cmk6icufs08cxl3706houf95m,YOUTUBE,"garena free fire latam","Garena Free Fire LATAM",12700000,MEXICO,,,Gaming,No,,https://www.youtube.com/channel/UC1ZPgKGxaT5P7QKN_bk9xkw,es
cmk6iciyt07zll370zt05nlq7,YOUTUBE,"thehectorino","TheHectorino",12400000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_md4goRKHxlDxte1gz0NzX6eYOX9300ivKvcAQkeLYsPtY=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCUyrOJOArbGjNnrR_RXGHLw,es
cmk6ia4oz052ul370ljvx7wlp,YOUTUBE,"canalestrellas","Las Estrellas",11800000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/c5txVkTzKoRLNiJykFwqMZ_1u50ffJ5WXLb2C11LY0CHHrLjSwl3zjDVXxt4Oz2bJSG-AXhk0g=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCZGYvP6WnVWGM5F0QEAyoyg,es
cmk6ibo4m06y0l370cxpy6b3b,YOUTUBE,"jorge el curioso en español","Jorge el Curioso en Español",11300000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_nCfJ5zS5jr28RoUco9p609rkIyUT5UW6e-ktimx0fJORA=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCWpnUMsmO7UXquKw5f-suFQ,es
cmk6ib5s606c3l3700iipa0ve,YOUTUBE,"nickelodeon en español","Nickelodeon en Español",11100000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/TkRcvDMDc-jWlHshfP4EhMRHmCrtd8m07AJU8sB6aEOv4Sz7ejJAYs9a8X8qO0HWpUjxra6XcQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCNeq3Obf4zOv5rhORI8Vz5g,es
cmk6i9uy604r5l370dxfhuk8b,YOUTUBE,"silviogamer","Silvio Gamer",10800000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/so6k2U-oDQSP5k_fNl59y9Ag5mQ2HgHfAfsM7H-AOMensH0ocmn1uVB1qoBZwF7L2rYc-lksyQ=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCCrA8ZN1J3S52wuF4vthZFQ,es
cmk6icl3d0820l370zdnulxkd,YOUTUBE,"los meñiques de la casa","Los Meñiques De La Casa",10600000,MEXICO,,,Music,No,https://yt3.googleusercontent.com/YPJmvtYOi11E26iZqnaXVcdd_mD8NuK5JobXYbATZyN7BOEYP1im3bSkxcoSUcE1CERl15cB=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC4SVXIfxAWDE-3ZBIyvgg8Q,es
cmk6ico5o085kl370bccqfxrv,YOUTUBE,"talking tom & friends español","Talking Tom & Friends Español",10500000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_lHC5HarP36Bu30REpMdpWPsqK-H6QMt4wyu0Bk9YILWnI=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCC9R-cxQeOpPhq2lAru0V8w,es
cmk6i6qsb00rsl370jpnjbja6,TWITCH,"elmariana","ElMariana",10439525,MEXICO,,,Gaming,No,https://static-cdn.jtvnw.net/jtv_user_pictures/0107210e-a98c-409d-92a6-1caf70bb3953-profile_image-300x300.png,https://twitch.tv/elmariana,es
cmk6ibuac0763l370fygpaxqq,YOUTUBE,"bob esponja en español","Bob Esponja en Español",10100000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/Oar4N0Zohj8UF3SrUgTOONsrUBuwBsSFfcGiPza40WjE_U7iayoqK_4Jv75FN7RnJw-j9D7rSQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCMfYMB69Y1B-SlGKm1Tdb0Q,es
cmk6ia0zx04y6l3705o6tmk0l,YOUTUBE,"elabrahaham","ElAbrahaham",10000000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/T8cu88t8knQzc0Vk8uH7HVsAm2X3iAIM3IQ6hsTOSKn4fW_O9QHafHepdAlzo5tnJqbClJc8XA=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UColTsB6zogXWooPbeO67Wgw,es
cmk6icnq70852l370a96qj2wj,YOUTUBE,"antronixx g","Antronixx G",9650000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_md4goRKHxlDxte1gz0NzX6eYOX9300ivKvcAQkeLYsPtY=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCrY307dziCjW1E6u1ZuLetg,es
cmk6i9qsi04m2l3708yaixtwn,YOUTUBE,"nmás","NMás",9130000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ny6DPObHX6sXnX_2Kv94zAbaEXe_fiQ-f4g3LjBa15WfgZBdKthYKY2RqhFpi3hxuGNUU25-NdQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCUsm-fannqOY02PNN67C0KA,es
cmk6ib0lr065nl370f52d3ewp,YOUTUBE,"boomsniper","BoomSniper",8550000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_m39aMBY95BhLBi3GKYFkHX2s8DrWjxzT79ikqLQB_0I8U=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCJdkSOKRCzXe0ntaA4tbDsg,es
cmk6iar1e05ucl37024h99nu5,YOUTUBE,"el fedelobo","El Fedelobo",8380000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_kKXsSgCE27mLarxjo065dzzKa7RQLOU8OeD3kycwEzTDI=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCSM3FVwdCIJfU0OdjKZb94A,en
cmk6i9roy04n9l370w3a34lrf,YOUTUBE,"milenio","MILENIO",8150000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/Yvq23KRB5LqGwgJ_RY0yy5B80pcu-EjSzGbacNmDrBkyNxZvGnnJLb4tfeT30DfHyIcSS9zl=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCFxHplbcoJK9m70c4VyTIxg,es
cmk6ianpu05qgl370n9a3t5gg,YOUTUBE,"heykids - canciones para niños","HeyKids - Canciones Para Niños",8140000,MEXICO,,,Music,No,https://yt3.googleusercontent.com/vTatomFC1rWKc9nfexgD4sYeWvGcWCHHnx9y8IZRxyM7xSCkh924J_eBe3sXLbsbkbnCLxm4gQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCoERKXqq6oMyoRlw5L2tQBQ,es
cmk6iav3z05z2l370d9yazzyk,YOUTUBE,"history latinoamérica","History Latinoamérica",7810000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/WRT3nzkXXvD7CYXS2p_6pEZpPL9g2gJfOAFE-f0PTMawVdXJhaXvoIXpVOeb6qAlSENwfzVvMnQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCVvwbez-BNlWvbxtpOx0MGQ,es
cmk6ibjbw06s6l370x0qubqm3,YOUTUBE,"wb kids latino","WB Kids Latino",7760000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/7p5v3VOAMjFKxxtcSri6Dz77EMz17GEmdpTtMJA_zYNgpLeGK8MrdUZmt4hoRPvXJEGwlyU0=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCtW5GPO_DZon6zVAuinvwxA,es
cmk6icqtf088ol370409buw9t,YOUTUBE,"123 go! gold spanish","123 GO! GOLD Spanish",7290000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_kZvm94xflKtWZw5gNr1pwSA8XB_dTg30TsbdjWjbxUr7M=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCeCfdHkqTcC7atfxNE7X38Q,es
cmk6i8q7103awl370v2e52ry8,TWITCH,"arigameplays","AriGameplays",7055651,MEXICO,,,IRL,No,https://static-cdn.jtvnw.net/jtv_user_pictures/a71759f1-11c4-4b0d-bec5-35a480b34958-profile_image-300x300.png,https://twitch.tv/arigameplays,es
cmk6iagou05hyl3702j656mbi,YOUTUBE,"el chavo del 8","El Chavo del 8",6910000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/nzf1dX4rj_h4D67bsp670kY3dQiLWaw_amNQ_N5sH5bzsUkwId4xhfOUjrdhST5yaTJCRxAikA=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCh5MQwi8K56I453DeQ3erDw,es
cmk6i6r0400s2l3701t4nuzau,TWITCH,"rivers_gg","rivers_gg",6636242,MEXICO,,,IRL,No,https://static-cdn.jtvnw.net/jtv_user_pictures/10e9e873-20c9-435f-9894-7689ff5d2b1a-profile_image-300x300.png,https://twitch.tv/rivers_gg,es
cmk6icnfw084ql370lrzr9etp,YOUTUBE,"hogi & pinkfong en español - juega y aprende","Hogi & Pinkfong en español - Juega y Aprende",6590000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/VrzZ2EswWasyLpGNKWWq_zqZ3ViXtUupdq3az-kNC3qrYFAgfgk3372nefvqHlFxZDqh2cTQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC9OPCNZAAtuKNzP40OdgM9A,es
cmk6icstv08b1l370n7ne7d1k,YOUTUBE,"pueblo teehee - teehee town español","Pueblo Teehee - Teehee Town Español",6490000,MEXICO,,,Music,No,https://yt3.googleusercontent.com/ytc/AIdro_nOCG5y60rSaavoDWi-qMuVbCDrSvZ8uCEw-12CoVx-WLA=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCy5TIpbOFxky2hTAIJb8SqA,es
cmk6i846j02ivl3701dn7emgj,TWITCH,"quackity","Quackity",6445019,MEXICO,,,IRL,No,https://static-cdn.jtvnw.net/jtv_user_pictures/823b1a32-eb4e-425a-b1e6-48913ed58f1b-profile_image-300x300.png,https://twitch.tv/quackity,en
cmk6ia977058rl370p2cl5o8h,YOUTUBE,"el universal","El Universal",6420000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_lZjNjRFN2uXs4Zh1WxWIubPFm86LNZD9jjT3CNkCHqYOtN=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC2SEk1w7DgoHs_G3w1biz-w,es
cmk6iatck05x0l370or3vnxga,YOUTUBE,"iranny rodríguez","Iranny Rodríguez",6180000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/9p83FQq13zuvnB5jJ96JIKYjkWPpPXuG4HEpIDUhB7PNKsflG0Ail5g2B8tLfTysDfiQ4URm=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCJf21h_LnYysBBLSNqKi1Cg,es
cmk6i9zhz04wfl370y2ibybk6,YOUTUBE,"bebewolfoo","Bebé Wolfoo - Dibujos Animados",6080000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/rz2cxzfARR0ls1vm4O5j9FqaEU-zwsAh1qfdQ9aMrbAXSsI8JyliCDNbL_1cBJzKWyJvEBH2uw=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC1TyZx8qICG66Vl9zLcrgWQ,es
cmk6i6qze00s1l370mskgoggk,TWITCH,"elded","elded",5676294,MEXICO,,,IRL,No,https://static-cdn.jtvnw.net/jtv_user_pictures/770ffd55-c47a-4625-9158-595af4987a22-profile_image-300x300.png,https://twitch.tv/elded,es
cmk6ib45z06a7l370b3mjf2g7,YOUTUBE,"liachacha en español - canciones infantiles","LiaChaCha en Español - Canciones Infantiles",5590000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/BhT4NfP8u9xmHCG62qZWtQp7s-77n2tJo0Z6r5JHrdBQpYLmJ9kqSoAiNSmhlR94kxlQmIbhjg=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCdQ5iyJZZkOQQYyGvoyzKRA,es
cmk6ibh3006pll370af58k5cj,YOUTUBE,"plaza sésamo","Plaza Sésamo",5380000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/rpWQ7nrXhYzI5_4aKNf09uYW-GqEeHPBKYsX8gZNVDVAe0Wz8AJquBkd9GX5Iqzlkzgm09wP_w=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC2H_ikinZV8cHVGawVENHpg,es
cmk6iciqb07zbl370m8byoehd,YOUTUBE,"baby shark en español","Baby Shark en español",5350000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/-yGCXuScl3TXmFVp7XRT0E_bqN8V60hm15Ty64OSeeEXx4YOFqB6oy2JVlXvddFEadST8Idw=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCSt2n0wNy6MSQUkBmcPgSug,es
cmk6i9ww704tdl370dei5b1ej,YOUTUBE,"123golikespanish","123 GO LIKE! Spanish",5280000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_mRqA3uZsrE2BQn5SgWGrn-hIVs1nwhGyB6ZP1MOTwacpo=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCHSM4kYPKvQJdPqdbierUmQ,es
cmk6i9z0z04vvl370cqpusvu4,YOUTUBE,"imagenentretenimiento","Imagen Entretenimiento",5180000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/qGhv0FG51DplfnL9FJbdAGO1ym0lnPnOYQ-F4oivlTsT3TMB0bx7Wdq2lHT8W03c_YTLitYOyQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UClIHawzMOBFQc1QZu2XYuoQ,es
cmk6i9r6o04mll370t43h9vqr,YOUTUBE,"clarosports","Claro Sports",4850000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/T-xkE0ha68eAlMV_NcUqs38eZX4Hj-1kphtirLnMxUFkWR1SCOazvsap606brScU_6eG6hf0AQ=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCqfCJBfrFSO4tZM1LNZTBFQ,es
cmk6i7f8h01mxl370xqo8uxln,TWITCH,"quackitytoo","QuackityToo",4779745,MEXICO,,,IRL,No,https://static-cdn.jtvnw.net/jtv_user_pictures/e4b8f0d6-91ed-4233-b923-aae2c9269992-profile_image-300x300.png,https://twitch.tv/quackitytoo,es
cmk6ibq8d070sl370r22uy99t,YOUTUBE,"the top comics","The Top Comics",4750000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_mu7AgtwYCdxJrt9FaDEKZcscKUZ8Rdz00Ot1HiDAYmisU=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCiBwOVBljEjcsLUjwI274Xw,es
cmk7d9xse008c69k7eknvfg62,TWITCH,"slakuntv","SLAKUNTV",4723151,MEXICO,,,Gaming,No,https://static-cdn.jtvnw.net/jtv_user_pictures/78d83b69-f5f8-4e2b-8806-2e28bbf4f018-profile_image-300x300.png,https://twitch.tv/slakuntv,es
cmk6iah7605ijl370kiv56cec,YOUTUBE,"azteca noticias","Azteca Noticias",4720000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/Ckg4fq1n2muz51JUw2I4hDUFingub-wgZg7Vv6kbwyo3RSc44t8_sO3P5euwcqro_X-eb27C=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCUP6qv-_EIL0hwTsJaKYnvw,es
cmk6iai4105jll370xkw6jonr,YOUTUBE,"santypro","SANTYPRO",4690000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/jUo99MjQ-zeJSk-KqeLvqvuyzGV80P21LrwRXxZqmHNG_tG7Fr_0feon9sGnLzjrK1yILNT-yw=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCb48yvFja4o80qPd418HhNQ,en
cmk6iabp705bol370vacwdnpi,YOUTUBE,"pj masks español - canal oficial","Héroes En Pijamas - Canal Oficial",4580000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/bOpCdDazb9hzkQcuKP-REYDGm9jMvnUlyebKO6czgp2a6m1SbbopopyJ94vE_3Ns7Bzgd91lgw=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCls_EBAwd14tA-yRVQmH0Ww,es
cmk6i9ri404n0l3708tolbuug,YOUTUBE,"lopezobrador","Andrés Manuel López Obrador",4520000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/2Lm1kkHbAIGcv7vdvMMYltxQ9YBH_8Xkz3u6RqMnuZqyJtl7RaJcVUuhNrKn8S4jnWalwRJ1yA=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCxEgOKuI-n-WOJaNcisHvSg,es
cmk6ibupq076ml370uqanyyep,YOUTUBE,"junytony - canciones infantiles","JunyTony - Canciones Infantiles",4460000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/OHBMc02__28lQWEIP4ysxd4AXoFNp8_1y6MKmh3WwBnnuFno26rWoX8iGcytCpX3MaNEQLnUpA=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC-9RjJHpfTbJLm1Ro7QZ32A,es
cmk6ib4x306b3l370y4hsjkgz,YOUTUBE,"sheriff labrador en español - dibujos animados","Sheriff Labrador en Español - Dibujos Animados",4380000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/i64TJZD5b_aiyIYhaphhh36hZGIcUp4jRJLzO31erAYSkkoYugfjJTseQ1OE6J62zlInYR0dsQ=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCAbiZQ6CF0fE8X0oS3IoDWQ,es
cmk7d62bd000069k7zq4w405d,TWITCH,"elxokas","elxokas",4361916,MEXICO,,,Gaming,No,https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-300x300.png,https://twitch.tv/elxokas,es
cmk6ickiy081cl370ista9fdg,YOUTUBE,"123 go! school spanish","123 GO! SCHOOL Spanish",4280000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_nhVmwMlssT_Y0wuSy-s_y2ayNecb7L9tu7ZHHfcwHbuhY=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCX95iGafg45Njf3iU63wPZA,es
cmk6i6usn00wwl3701vfhfjjv,TWITCH,"missasinfonia","MissaSinfonia",4160794,MEXICO,,,Gaming,No,https://static-cdn.jtvnw.net/jtv_user_pictures/4263365c-656e-4b3a-8456-0e802a745301-profile_image-300x300.png,https://twitch.tv/missasinfonia,es
cmk6i9r5504mjl370n53ljes0,YOUTUBE,"multimedios","MULTIMEDIOS",4090000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/g908e5bPIl8qww0TDCBwFblTBWRC2yzWqYiIHPJ_DFPengrNvdoVJz-hXm0imhU86zN4jExGQg=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCo1nfa1JKNqtcUyLjLwTiIw,es
cmk6ic50g07jjl370047wibf7,YOUTUBE,"chideetv","ChideeTv",4050000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_nBO9JcfEb__V7ThjYt0VvdncVwW0WW0d9kJW1t8cPGeA=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCmxx6UPWMPFQfhvk8R2_gtg,es
cmk6ibwz7079kl370zakkd3j1,YOUTUBE,"tonyfrancog","Tonyfrancog",4010000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/qMyN7TwIe53KQq60QsCOyFhWmHUuFtfMOO_i2D13pdEOg_J2vhO53p-yjDMJ07zkzUWOZbu0Cp8=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCkAsJNGzeto3kmjNhwYeo_A,es
cmk6iau4p05xxl3701othe71w,YOUTUBE,"la la vida","La La Vida",3920000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_lB1nF7tLtRZwoaDaJ6jVm1OxvscoA2ffrPZ0kfrDquiQ=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC6PGg3fCVWxcT7d9ZP9ePvQ,es
cmk6iaw3y0607l370qfol08mn,YOUTUBE,"alberto del arco","Alberto del Arco",3910000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/pLHnaCIJongOnOgZ1SiKUlaMEhgwyuJbDFbO8ZIPeZqJ_TBqjvIIgd3HLTThYhmvdVTYLy5Nnrg=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC5RfSq8MS00LWofLPSKAnDA,es
cmk6iabtx05bul370lojewa1d,YOUTUBE,"negas","NEGAS",3770000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/ytc/AIdro_nZ_BH2TEPdGsPyVBYLr7Rnq-ypw0W4vK5WRSLkSuJJ95Q=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCcEww0gS4RxgtLf2h_SuVUw,es
cmk6ia20i04zbl3704o8hmyhd,YOUTUBE,"adrianm10","Adrián Marcelo",3560000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/lB-X9O9wC_sF4G7aqbN3pdIGNSqH01JkqC9LThWIbhy_fB6E239FMjaiWnWwwtybj56z539fMbs=s68-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCZws69iVZXGSIY4D-WulZ7g,es
cmk6icsad08ael370p47w3x2g,YOUTUBE,"simón super conejo [español latino]","Simón Super Conejo [Español Latino]",3490000,MEXICO,,,Gaming,No,https://yt3.googleusercontent.com/fcnZZpwAIat7iB9nlinD9wwoByy8D1acEAiKtdPgqpb6KGmMRgO8KH1ozy1GxK7dqWUa1OxqpSM=s160-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCWuFYjKpPN5-mfyTakr2rTQ,es
